This file was created by using the 202510 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201306,    -13.05,     26.66,     90.29,      1.45,     26.71,     67.52
201307,    -13.82,     26.40,     94.86,      1.32,     27.06,     69.56
201308,    -13.90,     26.72,     92.75,      0.54,     26.70,     71.28
201309,     -9.06,     30.76,    102.96,      4.90,     31.53,     77.21
201310,    -15.61,     22.07,     85.97,     -2.00,     22.52,     66.78
201311,    -10.22,     29.36,    100.32,      2.65,     30.37,     83.58
201312,     -7.87,     32.41,    102.10,      4.75,     33.29,     83.53
201401,     -8.56,     32.83,    105.61,      4.69,     33.19,     85.12
201402,    -10.79,     27.94,     95.76,      1.65,     28.67,     76.44
201403,    -12.99,     21.39,     92.87,     -1.84,     21.56,     72.60
201404,    -13.13,     21.29,     97.11,     -3.22,     21.85,     71.73
201405,    -12.72,     22.76,     99.66,     -1.46,     23.46,     66.30
201406,    -17.01,     16.48,     77.80,     -4.15,     17.43,     51.52
201407,    -15.24,     19.02,     81.61,     -2.35,     19.91,     56.82
201408,    -17.07,     16.00,     74.06,     -5.04,     17.18,     53.06
201409,    -18.78,     13.68,     64.85,     -6.60,     15.03,     49.10
201410,    -20.33,     12.77,     65.71,     -7.35,     14.29,     47.23
201411,    -28.42,      3.74,     52.23,    -15.33,      5.88,     36.81
201412,    -29.85,      5.39,     51.69,    -15.80,      7.04,     37.71
201501,    -34.27,      2.28,     49.99,    -20.21,      4.71,     35.61
201502,    -32.39,      8.98,     53.96,    -16.09,     10.30,     39.78
201503,    -40.22,     -0.10,     42.64,    -26.90,      1.28,     31.80
201504,    -35.44,      4.49,     50.77,    -21.00,      6.36,     38.18
201505,    -34.85,      7.96,     58.63,    -20.01,      9.59,     47.50
201506,    -32.76,      5.68,     52.31,    -18.05,      7.26,     39.77
201507,    -38.19,      2.58,     52.87,    -24.35,      4.51,     40.16
201508,    -36.11,      7.30,     58.57,    -21.17,      8.74,     49.92
201509,    -43.74,      1.84,     53.73,    -30.52,      3.32,     42.09
201510,    -41.93,      2.26,     52.39,    -27.42,      2.59,     39.55
201511,    -48.12,     -7.16,     35.96,    -34.85,     -6.33,     25.95
201512,    -44.19,     -2.50,     41.15,    -29.09,     -1.95,     29.66
201601,    -44.17,     -3.51,     41.87,    -29.88,     -2.51,     29.03
201602,    -46.26,     -3.54,     39.30,    -30.80,     -2.96,     27.02
201603,    -55.50,    -16.62,     20.66,    -43.08,    -14.88,     14.04
201604,    -54.53,    -16.04,     19.26,    -43.26,    -15.07,     13.10
201605,    -48.66,     -7.06,     28.93,    -35.71,     -6.54,     21.33
201606,    -44.97,     -6.57,     27.95,    -32.26,     -5.62,     20.37
201607,    -45.58,     -5.00,     32.83,    -30.97,     -4.67,     24.24
201608,    -45.79,     -2.72,     42.11,    -31.07,     -2.72,     28.07
201609,    -37.94,      6.13,     53.78,    -20.22,      7.13,     36.34
201610,    -29.69,     13.52,     67.06,    -11.89,     14.61,     46.78
201611,    -33.08,      7.19,     57.40,    -16.35,      7.61,     38.07
201612,    -37.62,      2.85,     45.69,    -20.50,      3.02,     31.29
201701,    -29.79,     16.68,     68.70,     -9.16,     16.13,     57.38
201702,    -22.99,     29.79,     93.92,     -0.32,     28.52,     81.71
201703,    -21.10,     29.22,     97.39,      0.60,     27.39,     84.98
201704,    -25.37,     21.55,     82.17,     -4.16,     20.33,     62.22
201705,    -27.00,     18.25,     69.71,     -7.06,     17.47,     54.51
201706,    -27.26,     17.97,     69.87,     -5.91,     16.66,     52.75
201707,    -29.16,     15.53,     72.94,    -10.75,     15.28,     55.29
201708,    -32.30,     12.87,     68.37,    -12.88,     12.67,     50.24
201709,    -32.05,     12.46,     62.28,    -12.18,     12.89,     48.69
201710,    -35.96,     10.64,     62.93,    -17.64,     12.12,     45.71
201711,    -26.21,     21.22,     81.84,     -8.37,     20.88,     60.82
201712,    -32.90,     11.61,     73.14,    -16.66,     14.40,     52.83
201801,    -30.17,     12.50,     84.55,    -15.60,     14.62,     58.44
201802,    -30.62,     12.18,     87.38,    -13.66,     14.54,     53.77
201803,    -27.81,     12.89,     82.66,    -11.76,     14.85,     55.62
201804,    -32.71,      8.88,     75.21,    -16.77,     10.46,     50.61
201805,    -31.90,      8.53,     72.83,    -16.23,      9.60,     48.35
201806,    -29.44,     11.17,     79.40,    -13.71,     11.66,     53.91
201807,    -30.51,     11.11,     84.48,    -14.66,     12.64,     61.34
201808,    -29.45,     11.89,     87.60,    -13.67,     11.67,     61.60
201809,    -26.32,     16.73,     91.54,     -8.94,     17.05,     62.78
201810,    -30.41,     11.81,     86.99,    -11.90,     12.21,     59.55
201811,    -31.32,      8.87,     84.50,    -14.64,      9.07,     57.91
201812,    -41.78,     -4.07,     59.49,    -26.94,     -3.27,     33.52
201901,    -44.07,     -3.19,     58.11,    -27.34,     -2.37,     34.63
201902,    -55.74,    -16.26,     36.84,    -40.14,    -16.65,     18.07
201903,    -43.69,     -3.95,     51.49,    -26.01,     -3.33,     34.14
201904,    -39.50,      0.40,     57.26,    -23.30,      0.88,     39.67
201905,    -41.68,     -3.01,     56.60,    -25.81,     -0.85,     38.53
201906,    -41.46,     -2.42,     53.17,    -24.44,      0.73,     34.87
201907,    -51.15,    -11.78,     42.53,    -36.83,     -7.92,     28.38
201908,    -48.11,     -7.13,     53.61,    -31.69,     -4.06,     32.87
201909,    -49.42,     -7.83,     47.47,    -32.13,     -4.83,     28.73
201910,    -54.30,    -11.74,     45.62,    -40.40,     -8.87,     29.23
201911,    -43.05,      2.44,     56.08,    -26.32,      5.38,     39.73
201912,    -43.55,      1.65,     55.99,    -25.59,      4.31,     40.03
202001,    -31.20,     18.51,     91.31,    -10.73,     22.02,     70.59
202002,    -37.14,     10.71,     77.48,    -15.96,     13.03,     51.00
202003,    -43.59,      1.29,     69.32,    -25.51,      4.27,     44.99
202004,    -48.33,     -6.31,     58.43,    -31.86,     -4.70,     35.15
202005,    -68.77,    -32.43,     23.14,    -59.08,    -30.42,     10.83
202006,    -54.66,    -16.30,     57.07,    -42.93,    -13.40,     31.73
202007,    -55.52,    -18.63,     61.76,    -46.54,    -15.06,     36.11
202008,    -51.70,    -17.58,     72.02,    -42.00,    -14.82,     40.43
202009,    -46.09,     -9.80,    100.04,    -35.76,     -6.56,     59.43
202010,    -45.39,     -8.08,     94.78,    -35.41,     -5.30,     71.55
202011,    -47.99,    -11.95,     97.14,    -39.29,     -8.52,     64.23
202012,    -46.80,    -12.54,     92.06,    -40.11,     -9.79,     53.97
202101,    -36.40,     -1.77,    118.67,    -27.58,      0.41,     81.31
202102,    -27.67,      8.05,    126.16,    -16.97,      9.89,     97.17
202103,    -16.28,     21.84,    188.78,     -5.61,     22.37,    146.79
202104,     14.01,     81.38,    364.06,     22.84,     81.30,    318.43
202105,      1.23,     63.19,    297.40,     16.84,     63.34,    203.62
202106,     -3.05,     61.59,    261.28,     14.35,     60.47,    184.36
202107,     -4.52,     61.24,    233.91,     14.36,     60.85,    179.46
202108,     -7.19,     54.83,    217.60,     10.20,     52.74,    178.59
202109,    -11.76,     45.57,    170.08,      7.42,     43.60,    130.15
202110,     -7.84,     54.65,    192.38,      9.95,     52.98,    151.31
202111,    -11.74,     46.74,    190.32,      5.18,     44.68,    146.74
202112,    -22.16,     29.15,    138.30,     -3.24,     29.85,     99.64
202201,    -32.77,     18.83,    100.06,    -16.53,     18.54,     79.13
202202,    -35.87,     24.03,     93.02,    -12.81,     24.74,     70.11
202203,    -45.59,      8.90,     56.73,    -23.46,     10.55,     44.34
202204,    -47.64,      2.87,     54.58,    -25.61,      3.86,     40.58
202205,    -48.80,     -0.37,     56.78,    -29.03,      0.26,     42.51
202206,    -55.81,     -7.86,     39.67,    -38.13,     -8.11,     29.72
202207,    -59.51,     -6.19,     41.33,    -41.63,     -6.72,     32.92
202208,    -62.48,    -14.64,     22.19,    -46.59,    -15.44,     22.52
202209,    -59.27,     -8.27,     32.68,    -42.07,     -9.67,     30.06
202210,    -58.79,     -7.79,     34.33,    -41.63,     -9.23,     31.14
202211,    -65.79,    -22.22,     13.05,    -51.22,    -22.26,     13.48
202212,    -62.14,     -9.87,     37.31,    -45.72,    -11.72,     33.92
202301,    -61.24,     -9.84,     38.87,    -44.12,    -10.16,     30.18
202302,    -58.95,     -8.52,     43.26,    -41.86,     -9.49,     27.44
202303,    -48.63,     -1.57,     52.15,    -30.34,     -0.70,     30.00
202304,    -52.04,     -3.55,     41.47,    -31.61,     -4.61,     26.59
202305,    -50.28,     -1.59,     60.99,    -28.59,     -0.95,     35.55
202306,    -49.75,     -3.57,     61.73,    -30.77,     -2.89,     37.28
202307,    -45.00,      2.00,     74.38,    -25.01,      3.59,     47.67
202308,    -45.82,      1.74,     68.63,    -25.35,      3.27,     44.55
202309,    -40.59,      9.50,     78.73,    -15.97,     11.07,     55.00
202310,    -38.67,     16.20,     96.75,    -11.89,     19.89,     70.20
202311,    -47.18,      1.56,     74.95,    -25.15,      2.78,     45.18
202312,    -52.28,     -7.75,     54.27,    -32.45,     -6.86,     31.03
202401,    -44.43,      3.99,     79.52,    -23.43,      4.83,     61.17
202402,    -46.42,      3.68,     73.06,    -20.04,      4.54,     53.58
202403,    -45.83,      3.04,     78.75,    -21.54,      3.39,     50.93
202404,    -41.38,     10.76,    102.15,    -17.00,     12.93,     71.54
202405,    -38.45,     17.99,    114.45,    -11.96,     20.40,     84.47
202406,    -41.03,     15.97,    101.13,    -13.13,     18.37,     69.42
202407,    -43.15,     11.11,     87.91,    -16.40,     12.78,     62.88
202408,    -48.93,      3.25,     71.89,    -24.09,      4.24,     49.14
202409,    -39.58,     15.58,     86.52,    -13.74,     17.59,     65.58
202410,    -37.42,     21.97,    103.42,    -10.89,     24.76,     79.12
202411,    -30.71,     30.78,    134.15,     -3.72,     32.27,     96.91
202412,    -37.44,     18.59,    119.05,    -12.26,     19.90,     76.48
202501,    -39.63,     17.90,    123.65,    -15.88,     19.35,     77.02
202502,    -41.73,     12.89,    109.64,    -17.74,     13.55,     71.61
202503,    -43.05,     11.97,     94.38,    -18.56,     13.08,     67.02
202504,    -49.26,      2.95,     72.84,    -27.00,      3.91,     54.84
202505,    -49.66,      3.42,     71.56,    -26.89,      4.39,     54.21
202506,    -52.61,     -3.90,     65.91,    -33.53,     -2.80,     41.32
202507,    -49.06,      3.17,     92.02,    -27.65,      4.22,     52.35
202508,    -49.43,     -1.98,     86.00,    -27.88,      0.43,     52.30
202509,    -46.78,     -0.52,     92.61,    -27.53,      0.68,     53.68
202510,    -44.49,      4.20,     94.39,    -23.18,      5.15,     55.64


  Value-Weighted Average of Prior Returns
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
192701,    -35.46,     -6.67,     51.00,    -30.24,     -0.54,     30.20
192702,    -32.86,     -4.20,     46.08,    -30.08,      0.19,     30.41
192703,    -29.61,      1.21,     54.31,    -21.85,      7.53,     42.25
192704,    -14.60,     17.89,     78.59,     -1.22,     20.15,     63.42
192705,    -18.76,     10.65,     66.18,    -11.94,     15.85,     61.62
192706,    -21.81,     13.09,     64.50,    -11.84,     16.74,     68.78
192707,    -21.85,     14.96,     73.91,    -10.92,     19.16,     70.16
192708,    -24.90,     10.67,     71.86,    -13.04,     14.63,     57.46
192709,    -23.48,     13.82,     70.08,    -12.35,     18.98,     64.66
192710,    -22.04,     14.83,     72.46,    -10.82,     17.62,     60.63
192711,    -17.11,     22.28,     86.88,     -8.77,     25.28,     77.13
192712,    -21.44,     11.60,     76.61,    -14.59,     18.34,     64.67
192801,    -18.10,     19.83,     87.71,     -7.29,     23.36,     70.78
192802,    -14.41,     23.85,     94.26,     -8.56,     23.70,     74.11
192803,    -18.29,     19.32,     90.65,    -10.69,     20.12,     64.48
192804,    -15.08,     19.63,     84.78,     -6.28,     18.07,     59.65
192805,    -11.24,     25.68,     97.00,     -2.12,     24.39,     85.32
192806,    -11.88,     29.74,    101.20,     -0.87,     25.88,     83.78
192807,     -5.59,     31.74,    110.65,      0.37,     30.05,     95.39
192808,    -17.89,     17.52,     84.09,     -9.88,     17.20,     70.56
192809,    -18.90,     17.01,     81.50,     -8.78,     15.06,     66.37
192810,    -17.48,     19.42,     90.55,     -6.34,     18.45,     78.06
192811,     -8.85,     27.41,    111.49,      0.34,     27.06,     97.47
192812,    -17.53,     20.19,    105.62,     -4.70,     19.46,     83.42
192901,     -9.69,     27.47,    130.85,      0.69,     26.22,     94.64
192902,    -11.80,     25.61,    112.57,     -1.52,     25.15,     96.00
192903,     -6.77,     34.34,    115.24,      2.90,     30.76,    108.10
192904,    -12.81,     24.42,    110.03,     -2.10,     24.86,     97.21
192905,    -21.68,     13.69,    103.29,     -7.42,     16.92,     77.76
192906,    -23.26,     12.13,     70.57,    -11.67,     16.57,     73.41
192907,    -26.75,      9.32,     73.17,    -14.25,     13.74,     70.85
192908,    -23.29,     13.51,     96.83,     -9.68,     19.16,     90.92
192909,    -25.74,     11.15,     89.69,    -12.47,     17.05,     81.24
192910,    -29.29,      8.45,     90.04,    -16.26,     17.66,     93.39
192911,    -32.75,      4.92,     63.11,    -22.63,     11.65,     78.00
192912,    -56.30,    -23.95,     16.14,    -44.54,    -16.09,     22.69
193001,    -60.06,    -31.56,     10.60,    -53.11,    -25.15,      7.66
193002,    -64.58,    -35.43,      6.41,    -62.82,    -32.80,      4.93
193003,    -61.16,    -32.25,      5.51,    -49.94,    -26.33,     12.24
193004,    -57.26,    -26.58,      9.80,    -47.76,    -22.33,     19.16
193005,    -53.53,    -20.52,     10.47,    -43.16,    -17.28,     24.28
193006,    -50.47,    -21.62,     20.50,    -41.80,    -15.89,     25.14
193007,    -54.88,    -28.22,     11.53,    -47.29,    -23.81,     10.26
193008,    -67.17,    -41.94,     -7.95,    -59.79,    -37.65,    -10.18
193009,    -65.23,    -40.64,     -6.78,    -60.40,    -36.26,    -13.04
193010,    -64.58,    -38.60,     -2.17,    -58.12,    -34.17,    -12.08
193011,    -61.11,    -34.25,      5.62,    -57.50,    -28.16,     -5.85
193012,    -58.34,    -30.89,      6.72,    -53.19,    -24.71,     -1.53
193101,    -60.05,    -32.54,      9.55,    -53.70,    -26.65,     -4.65
193102,    -70.95,    -45.98,     -7.18,    -66.56,    -41.76,    -15.58
193103,    -66.18,    -43.32,     -4.77,    -60.87,    -38.39,    -13.45
193104,    -62.91,    -38.75,     -7.84,    -57.27,    -35.27,    -12.49
193105,    -65.13,    -39.87,     -5.58,    -62.34,    -39.51,    -12.86
193106,    -70.46,    -47.55,    -14.93,    -66.88,    -46.32,    -18.80
193107,    -70.17,    -44.54,     -7.99,    -63.95,    -43.16,    -14.69
193108,    -62.71,    -37.86,      1.66,    -56.07,    -36.09,     -9.11
193109,    -66.60,    -43.13,     -5.15,    -60.69,    -40.15,    -13.41
193110,    -59.31,    -32.33,     11.45,    -52.90,    -29.25,     -1.82
193111,    -71.23,    -48.16,    -17.77,    -67.43,    -46.35,    -23.33
193112,    -65.52,    -42.29,     -9.73,    -62.08,    -39.98,    -15.83
193201,    -64.42,    -40.71,      2.58,    -60.25,    -35.46,    -14.97
193202,    -77.31,    -57.45,    -23.13,    -74.25,    -53.36,    -29.04
193203,    -78.51,    -61.49,    -27.92,    -75.56,    -58.53,    -35.47
193204,    -75.89,    -58.97,    -26.12,    -72.85,    -55.10,    -30.40
193205,    -75.16,    -55.14,    -20.39,    -73.34,    -53.45,    -28.94
193206,    -77.57,    -58.79,    -24.46,    -74.75,    -56.96,    -31.43
193207,    -86.92,    -72.39,    -45.96,    -85.68,    -68.91,    -45.97
193208,    -84.18,    -69.20,    -38.93,    -84.10,    -68.53,    -45.20
193209,    -74.99,    -56.93,    -27.30,    -73.19,    -57.29,    -31.87
193210,    -36.79,     -0.09,     63.55,    -31.29,     -1.71,     43.81
193211,    -41.93,    -16.01,     29.75,    -39.31,    -14.34,     26.28
193212,    -49.75,    -24.11,     22.26,    -44.77,    -18.57,     13.65
193301,    -42.94,    -13.97,     46.87,    -39.55,    -10.77,     23.75
193302,    -51.26,    -22.21,     31.46,    -45.51,    -18.62,     18.85
193303,    -51.01,    -20.16,     28.88,    -42.27,    -14.93,     20.59
193304,    -51.85,    -23.20,     30.12,    -46.29,    -20.27,     11.97
193305,    -37.76,      6.60,     87.31,    -27.35,      4.61,     57.87
193306,      9.28,    105.55,    282.21,     26.54,    101.72,    246.35
193307,     49.71,    203.47,    448.53,     72.74,    200.17,    373.78
193308,     43.18,    152.37,    377.65,     56.41,    149.83,    315.79
193309,     -8.38,     41.93,    149.11,      4.05,     43.48,    100.46
193310,      4.05,     72.21,    206.93,     15.64,     78.24,    177.77
193311,      1.78,     75.68,    216.87,     12.93,     74.71,    182.62
193312,     -0.94,     64.96,    221.95,      8.32,     66.76,    158.72
193401,      7.22,     86.61,    271.70,     13.78,     85.58,    192.76
193402,      4.70,     87.88,    250.57,     11.73,     78.76,    200.40
193403,     53.52,    191.34,    482.14,     65.06,    180.10,    376.82
193404,     55.39,    165.44,    437.13,     58.23,    155.27,    336.71
193405,     13.65,     76.88,    254.78,     17.85,     72.86,    201.03
193406,    -19.89,     17.33,     97.84,    -12.85,     17.30,     62.61
193407,    -39.81,    -11.26,     55.12,    -36.96,    -10.44,     21.56
193408,    -31.01,     -0.46,     60.82,    -27.95,      2.09,     40.39
193409,    -52.86,    -28.70,     26.02,    -51.47,    -23.40,      9.76
193410,    -35.56,     -6.83,     58.18,    -31.84,     -3.44,     31.73
193411,    -27.26,      2.32,     70.53,    -21.90,      7.49,     44.24
193412,    -34.34,     -4.34,     58.47,    -32.29,     -3.82,     40.03
193501,    -28.96,      4.90,     81.62,    -23.71,      3.64,     51.85
193502,    -47.09,    -15.13,     46.13,    -43.73,    -10.42,     25.18
193503,    -47.55,    -19.79,     30.30,    -46.05,    -13.99,     21.10
193504,    -53.88,    -23.51,     29.46,    -53.57,    -18.21,     20.47
193505,    -58.58,    -29.02,     16.45,    -57.53,    -22.97,     10.56
193506,    -46.81,    -10.88,     43.90,    -43.89,     -4.84,     30.35
193507,    -44.36,     -9.60,     47.85,    -36.25,     -5.45,     25.08
193508,    -25.42,     15.41,     97.58,    -11.04,     18.52,     59.06
193509,    -26.20,     14.47,     97.24,    -13.20,     19.99,     63.03
193510,    -18.24,     22.64,    112.42,     -6.96,     24.53,     68.30
193511,    -17.15,     25.53,    123.97,     -4.56,     29.88,     85.02
193512,    -18.60,     22.92,    105.34,    -11.12,     24.64,     76.42
193601,     -6.36,     34.42,    126.00,      1.35,     31.95,     82.24
193602,     -3.26,     44.95,    147.29,      6.05,     47.56,    119.59
193603,     13.84,     77.22,    203.25,     17.37,     75.78,    183.65
193604,     28.14,    103.12,    279.10,     25.37,     91.10,    207.26
193605,     17.99,     86.80,    254.64,     18.78,     74.25,    167.51
193606,      7.01,     55.52,    193.43,      7.44,     49.35,    127.44
193607,      5.12,     58.20,    195.19,      6.61,     49.84,    125.07
193608,     -4.48,     42.73,    157.60,      1.88,     38.65,     98.81
193609,      1.33,     48.26,    139.17,      5.60,     46.42,    106.46
193610,      2.19,     46.52,    139.32,      4.01,     43.70,    105.92
193611,     -1.13,     39.19,    137.68,      1.89,     36.19,     94.09
193612,     -3.34,     31.32,    105.69,      2.74,     34.45,     81.36
193701,     -0.90,     32.84,    115.26,      4.53,     34.44,     85.21
193702,    -10.00,     23.35,     90.22,     -3.78,     21.69,     65.97
193703,     -6.27,     25.85,     90.67,     -1.01,     23.75,     68.74
193704,     -5.62,     26.71,    106.53,     -0.05,     24.32,     74.83
193705,      3.62,     43.69,    152.16,      9.51,     42.16,    112.94
193706,     -9.07,     24.01,    108.44,     -4.12,     22.96,     72.54
193707,    -10.11,     22.94,    100.78,     -7.15,     19.86,     68.53
193708,    -23.46,      6.65,     62.74,    -21.27,      3.80,     44.25
193709,    -17.44,     14.73,     71.58,    -12.16,     11.38,     59.05
193710,    -24.67,      4.45,     56.81,    -17.57,      3.77,     41.18
193711,    -41.27,    -20.24,     12.91,    -37.47,    -18.08,      3.21
193712,    -53.35,    -33.62,     -8.64,    -47.87,    -31.76,    -11.67
193801,    -58.85,    -41.49,    -21.11,    -54.17,    -39.73,    -21.34
193802,    -68.48,    -53.43,    -27.31,    -65.81,    -49.65,    -25.02
193803,    -67.56,    -52.96,    -27.10,    -65.12,    -49.17,    -25.24
193804,    -65.52,    -50.13,    -24.44,    -63.12,    -45.46,    -20.34
193805,    -75.00,    -60.10,    -34.69,    -73.86,    -56.92,    -32.85
193806,    -66.87,    -52.16,    -24.82,    -65.15,    -47.68,    -22.79
193807,    -66.15,    -51.66,    -23.42,    -67.22,    -48.79,    -23.10
193808,    -57.43,    -41.31,    -15.31,    -55.67,    -36.44,    -15.00
193809,    -46.72,    -30.37,     -3.73,    -45.13,    -26.63,     -6.51
193810,    -37.71,    -18.20,      9.31,    -35.69,    -12.99,      6.84
193811,    -31.38,     -8.34,     21.29,    -27.35,     -4.73,     18.52
193812,    -10.10,     15.57,     65.73,     -5.12,     16.21,     47.10
193901,     -5.63,     24.76,     73.03,      1.93,     24.44,     65.64
193902,     -8.23,     23.09,     77.51,     -3.32,     22.84,     62.42
193903,    -17.08,      5.77,     49.05,    -13.91,      9.85,     40.23
193904,     16.93,     56.40,    125.43,     23.11,     54.04,    112.71
193905,    -17.37,      8.71,     47.16,    -12.61,     10.60,     40.29
193906,    -10.08,     16.75,     60.68,     -3.43,     18.60,     52.96
193907,    -27.27,     -3.13,     39.44,    -23.03,     -3.68,     27.20
193908,    -44.04,    -21.10,     18.76,    -40.15,    -17.88,     13.16
193909,    -29.69,     -5.17,     38.35,    -25.28,     -2.70,     28.00
193910,    -37.95,    -14.14,     28.16,    -34.87,    -10.58,     19.84
193911,    -22.68,      1.48,     46.27,    -20.15,      2.73,     24.35
193912,    -18.32,      4.40,     41.59,    -14.01,      6.37,     26.16
194001,    -30.04,     -5.96,     28.83,    -29.20,     -5.70,     17.96
194002,    -25.36,      3.10,     47.65,    -20.80,      3.91,     26.64
194003,    -29.45,     -3.62,     35.47,    -26.64,     -2.08,     19.82
194004,     -8.33,     19.77,     68.73,     -2.42,     18.69,     45.00
194005,     -6.53,     21.94,     73.89,     -1.20,     20.94,     50.79
194006,    -14.37,     13.93,     68.48,     -7.34,     15.12,     46.69
194007,    -34.97,     -9.30,     34.71,    -27.79,     -5.54,     17.77
194008,    -37.13,    -14.14,     27.73,    -33.24,    -11.26,      7.37
194009,    -25.83,     -1.77,     47.28,    -22.24,      1.02,     27.57
194010,    -46.74,    -20.85,     14.43,    -40.30,    -18.34,      2.59
194011,    -40.36,    -16.40,     13.56,    -35.86,    -14.55,      2.95
194012,    -28.03,     -5.40,     27.25,    -23.39,     -3.43,     14.36
194101,    -29.95,     -7.83,     22.28,    -23.54,     -6.09,     11.08
194102,    -30.92,     -6.74,     27.03,    -24.19,     -5.16,     15.95
194103,    -32.78,    -11.69,     13.71,    -26.06,    -12.25,      5.51
194104,    -36.40,    -15.35,      9.07,    -28.94,    -15.43,      1.93
194105,    -36.91,    -15.20,      7.74,    -30.90,    -15.41,      2.33
194106,    -19.30,      9.15,     42.87,    -10.34,      7.32,     37.05
194107,    -24.56,      4.33,     37.10,    -15.02,      1.12,     31.25
194108,    -21.43,      5.60,     44.92,    -13.05,      3.44,     33.09
194109,    -12.76,     14.13,     57.70,     -7.50,     10.07,     43.35
194110,    -16.40,      8.65,     54.26,    -11.64,      5.38,     39.74
194111,    -22.43,      2.45,     42.98,    -16.39,      0.31,     28.79
194112,    -28.00,     -1.43,     33.77,    -20.61,     -3.73,     27.07
194201,    -31.10,     -3.83,     38.09,    -22.96,     -6.57,     26.65
194202,    -38.61,     -8.46,     30.63,    -31.20,    -10.66,     20.50
194203,    -28.39,      0.18,     41.73,    -18.60,     -0.04,     25.80
194204,    -28.70,     -2.59,     34.19,    -19.68,     -4.50,     19.18
194205,    -27.58,     -3.23,     36.58,    -21.74,     -3.14,     22.23
194206,    -32.02,     -8.74,     28.35,    -25.46,     -9.45,     15.76
194207,    -33.66,    -11.84,     19.00,    -25.70,    -12.89,      9.71
194208,    -39.01,    -16.99,      8.33,    -34.78,    -18.42,      2.67
194209,    -35.43,    -14.39,     12.69,    -28.88,    -14.54,      4.63
194210,    -31.50,    -10.44,     17.73,    -25.36,    -10.62,     10.85
194211,    -22.88,     -3.20,     31.67,    -16.99,      0.22,     22.09
194212,    -11.68,     10.22,     53.31,     -8.68,      9.44,     38.13
194301,     -7.99,     16.95,     75.96,     -6.26,     13.22,     52.28
194302,    -13.54,     11.92,     57.23,     -6.80,     12.86,     42.32
194303,      3.69,     28.32,     88.73,      8.00,     30.63,     66.91
194304,     18.89,     50.43,    141.09,     24.00,     48.80,    100.38
194305,     34.14,     74.77,    184.52,     40.65,     70.63,    152.68
194306,     32.60,     72.14,    189.81,     36.34,     66.43,    174.04
194307,     34.98,     79.88,    228.68,     40.13,     73.88,    194.09
194308,     33.26,     76.89,    213.41,     34.95,     63.82,    177.74
194309,     24.18,     59.72,    180.58,     29.36,     53.91,    142.99
194310,     20.12,     56.03,    142.51,     23.27,     49.16,    139.22
194311,     13.68,     49.09,    128.50,     21.00,     44.65,    109.71
194312,     19.12,     49.90,    130.32,     23.38,     45.04,    112.92
194401,      5.71,     32.15,     93.69,     10.36,     30.19,     82.49
194402,      1.35,     27.84,     74.66,      7.22,     25.31,     66.09
194403,     -0.96,     22.68,     68.04,      3.08,     18.84,     50.03
194404,     -8.02,     11.72,     45.72,     -3.65,     12.39,     33.75
194405,     -5.20,     14.10,     46.33,     -1.39,     12.64,     32.95
194406,    -15.78,      3.90,     31.80,    -11.11,      2.40,     17.18
194407,    -10.50,      7.25,     38.83,     -5.40,      8.19,     25.20
194408,      6.61,     25.02,     63.15,      8.22,     25.37,     53.54
194409,      4.80,     22.62,     56.21,      6.28,     20.47,     48.53
194410,      4.21,     22.59,     57.54,      4.13,     20.19,     51.48
194411,      4.51,     22.22,     56.10,      5.19,     21.59,     50.30
194412,     13.02,     34.33,     76.87,     13.52,     30.36,     72.24
194501,      5.40,     26.00,     62.15,      8.15,     23.47,     56.15
194502,      7.81,     28.92,     65.57,     10.09,     26.31,     60.66
194503,     10.75,     31.82,     70.97,     12.67,     27.51,     64.34
194504,     13.72,     37.78,     78.68,     17.34,     35.82,     71.28
194505,     11.98,     33.25,     72.07,     14.92,     32.33,     67.33
194506,     13.64,     36.38,     77.45,     16.46,     34.42,     73.82
194507,     10.00,     28.36,     61.88,     12.02,     25.50,     55.14
194508,     11.19,     32.37,     79.01,     14.38,     30.21,     71.25
194509,      6.53,     25.27,     65.24,     10.32,     23.71,     53.92
194510,     13.14,     33.44,     70.99,     17.17,     33.01,     62.86
194511,     19.74,     42.59,     81.82,     21.90,     40.92,     81.74
194512,     23.66,     46.56,     89.10,     24.24,     45.64,    101.15
194601,     26.52,     49.93,     96.39,     24.92,     46.70,    108.85
194602,     23.24,     45.70,     92.07,     24.00,     44.57,    118.34
194603,     21.90,     47.10,     98.48,     21.46,     44.94,    112.68
194604,     18.63,     45.39,    101.69,     19.59,     43.90,    115.45
194605,     13.56,     41.95,     98.75,     15.93,     39.38,    107.44
194606,     13.32,     45.67,    108.36,     16.60,     44.85,    119.16
194607,     15.93,     49.58,    106.26,     19.10,     48.40,    118.35
194608,     16.26,     47.47,    100.45,     16.48,     44.01,    114.63
